date,geography,geography code,all_public transport,Occupation_Managers/directors/senior officials,Occupation_Professional occupations,Occupation_Associate professional and technical occupations,Occupation_Administrative and secretarial occupations,Occupation_Skilled trades occupations,Occupation_Caring/leisure/other service occupations,Occupation_Sales and customer service occupations,Occupation_Process/plant/machine operatives,Occupation_Elementary occupations,Age_16-24,Age_25-34,Age_35-49,Age_50-64,Age_>=65 ,Index(age under 34),Highest Level of Qualification_No qualifications,Highest Level of Qualification_Level 1,Highest Level of Qualification_Level 2,Highest Level of Qualification_Apprenticeship,Highest Level of Qualification_Level 3,Highest Level of Qualification_Level 4,Highest Level of Qualification_Other qualifications,Index(higher or equal to level 4),distance_<10km,distance_10km-30km,distance_>=30km,distance_Other,Index(distance less than 10km),work hour_Part-time_30 hours or less,work hour_Full-time_31 hours or less,Index(full time),sex_Males,sex_Females,Index(sex of males)
2011,Redbridge 006,E02000756,2423,224,452,398,500,180,161,195,68,245,360,784,819,401,59,0.472141973,202,332,423,37,307,912,210,0.463062319,530,1568,69,256,0.218737103,519,1904,0.785802724,1212,1211,0.500206356
2011,Redbridge 007,E02000757,3219,403,980,744,554,132,109,152,39,106,317,1352,1081,424,45,0.518484001,84,232,376,24,382,1967,154,0.65890028,525,2416,62,216,0.163094129,455,2764,0.858651755,1669,1550,0.518484001
2011,Redbridge 008,E02000758,852,55,157,135,188,52,66,112,20,67,132,239,272,187,22,0.435446009,63,101,151,12,118,355,52,0.477699531,274,482,17,79,0.321596244,232,620,0.727699531,406,446,0.476525822
2011,Redbridge 009,E02000759,2819,314,681,517,506,176,154,187,77,207,335,942,1085,412,45,0.452997517,128,300,348,47,370,1408,218,0.576800284,577,1912,54,276,0.204682512,531,2288,0.811635332,1405,1414,0.498403689
2011,Redbridge 010,E02000760,1169,80,211,188,218,97,109,118,34,114,188,377,389,191,24,0.483319076,78,148,183,19,135,477,129,0.518391788,295,712,33,129,0.252352438,308,861,0.736526946,584,585,0.499572284
2011,Redbridge 012,E02000762,1245,126,295,180,260,54,76,135,29,90,193,391,384,245,32,0.469076305,62,143,159,11,123,652,95,0.6,278,809,30,128,0.223293173,336,909,0.730120482,635,610,0.510040161
2011,Redbridge 013,E02000763,1416,135,271,192,230,110,95,189,46,148,204,480,454,246,32,0.483050847,100,165,178,19,168,637,149,0.555084746,386,830,34,166,0.27259887,348,1068,0.754237288,727,689,0.513418079
2011,Redbridge 014,E02000764,3440,461,1095,775,492,131,125,169,28,164,269,1421,1233,443,74,0.49127907,83,220,288,46,298,2287,218,0.728197674,919,2127,64,330,0.267151163,504,2936,0.853488372,1750,1690,0.50872093
2011,Redbridge 015,E02000765,1382,116,382,209,242,75,79,140,27,112,190,512,433,220,27,0.507959479,77,117,163,11,132,727,155,0.638205499,304,902,46,130,0.219971056,307,1075,0.777858177,726,656,0.525325615
2011,Redbridge 017,E02000767,1589,142,432,220,281,89,76,171,31,147,201,573,559,231,25,0.487098804,70,162,186,20,170,810,171,0.617369415,344,1006,49,190,0.216488357,373,1216,0.765261171,853,736,0.536815607
2011,Redbridge 018,E02000768,1370,189,417,283,202,60,63,71,19,66,159,395,542,246,28,0.404379562,50,110,151,14,124,850,71,0.672262774,400,818,23,129,0.291970803,254,1116,0.81459854,692,678,0.505109489
2011,Redbridge 019,E02000769,2802,245,547,469,552,177,183,316,79,234,418,949,972,423,40,0.48786581,149,405,424,50,392,1176,206,0.493219129,755,1703,88,256,0.269450393,663,2139,0.763383298,1432,1370,0.511063526
2011,Redbridge 020,E02000770,1497,133,312,182,268,95,82,198,42,185,230,496,481,266,24,0.48496994,92,182,144,9,175,691,204,0.597862391,394,891,47,165,0.263193053,444,1053,0.703406814,805,692,0.537742151
2011,Redbridge 022,E02000772,1507,124,389,187,243,107,93,161,40,163,215,538,531,200,23,0.499668215,89,132,169,17,166,734,200,0.619774386,399,897,54,157,0.264764433,378,1129,0.749170537,826,681,0.548108825
2011,Redbridge 023,E02000773,1801,139,453,249,337,116,106,203,47,151,256,717,565,244,19,0.540255414,103,141,226,16,205,920,190,0.616324264,458,1068,79,196,0.254303165,434,1367,0.759022765,958,843,0.531926707
2011,Redbridge 024,E02000774,1394,82,231,173,228,112,84,203,61,220,259,538,378,198,21,0.571736011,95,151,139,18,157,623,211,0.598278336,355,761,59,219,0.254662841,409,985,0.706599713,815,579,0.584648494
2011,Redbridge 026,E02000776,1275,95,341,172,188,80,94,133,35,137,191,495,388,181,20,0.538039216,64,108,158,10,114,690,131,0.643921569,376,705,43,151,0.294901961,309,966,0.757647059,755,520,0.592156863
2011,Redbridge 027,E02000777,1270,138,365,216,200,83,72,83,31,82,177,342,468,267,16,0.408661417,47,125,134,18,146,704,96,0.62992126,458,617,28,167,0.360629921,280,990,0.779527559,631,639,0.496850394
2011,Redbridge 029,E02000779,1735,122,468,210,261,126,119,166,51,212,187,804,507,212,25,0.571181556,82,136,149,11,158,953,246,0.691066282,544,881,47,263,0.313544669,430,1305,0.752161383,1043,692,0.601152738
2011,Redbridge 030,E02000780,2764,155,672,332,379,201,159,413,83,370,389,1301,708,327,39,0.611432706,214,200,227,29,273,1408,413,0.658827786,896,1291,71,506,0.324167873,829,1935,0.700072359,1695,1069,0.613241679
2011,Redbridge 031,E02000781,2379,193,419,320,466,169,152,329,85,246,397,832,735,379,36,0.516603615,177,272,308,21,270,1085,246,0.559478773,708,1268,87,316,0.297604035,701,1678,0.705338377,1285,1094,0.540142917
2011,Redbridge 032,E02000782,1773,111,352,204,216,105,134,277,67,307,263,782,507,194,27,0.589396503,127,198,169,16,156,883,224,0.624365482,652,808,72,241,0.367738297,608,1165,0.657078398,1019,754,0.574732092
2011,Redbridge 033,E02000783,1190,82,224,112,155,61,106,197,52,201,207,432,377,155,19,0.53697479,100,119,152,6,103,560,150,0.596638655,428,549,40,173,0.359663866,423,767,0.644537815,669,521,0.562184874
2011,Redbridge 034,E02006800,2677,162,556,340,466,212,180,324,104,333,423,992,820,404,38,0.528576765,208,319,306,29,279,1229,307,0.573776616,727,1461,96,393,0.271572656,722,1955,0.730295106,1484,1193,0.554351886
2011,Redbridge 035,E02006924,2442,208,565,335,429,142,143,289,54,277,364,962,695,378,43,0.542997543,111,232,239,23,239,1354,244,0.654381654,736,1273,66,367,0.301392301,644,1798,0.736281736,1377,1065,0.563882064
2011,Redbridge 036,E02006925,2291,190,560,391,452,106,112,278,42,160,390,666,737,446,52,0.46093409,117,218,251,20,267,1196,222,0.618943693,640,1425,67,159,0.279353994,585,1706,0.74465299,1157,1134,0.505019642
2011,Richmond upon Thames 001,E02000784,2287,466,732,478,229,61,87,129,17,88,219,686,833,457,92,0.39571491,68,83,139,4,152,1665,176,0.804984696,1368,699,34,186,0.598163533,429,1858,0.812418015,1218,1069,0.532575426
2011,Richmond upon Thames 002,E02000785,2514,511,935,607,219,37,54,82,8,61,147,777,1073,448,69,0.367541766,33,70,96,6,179,1986,144,0.84725537,668,1585,51,210,0.265712013,350,2164,0.860779634,1336,1178,0.531424025
2011,Richmond upon Thames 003,E02000786,2951,578,922,689,323,77,117,124,25,96,167,1094,1151,456,83,0.427312775,75,128,179,20,239,2126,184,0.782785496,1405,1268,56,222,0.476109793,440,2511,0.850898001,1496,1455,0.506946798
2011,Richmond upon Thames 004,E02000787,2674,445,949,568,276,73,119,122,25,97,211,991,982,421,69,0.449513837,93,107,160,18,216,1920,160,0.777860883,899,1526,70,179,0.336200449,386,2288,0.855646971,1338,1336,0.500373972
2011,Richmond upon Thames 005,E02000788,2044,368,695,486,200,47,87,79,15,67,146,655,838,351,54,0.391878669,39,67,108,13,175,1522,120,0.80332681,668,1173,32,171,0.326810176,351,1693,0.828277886,1060,984,0.518590998
2011,Richmond upon Thames 006,E02000789,1684,328,589,429,171,30,46,46,6,39,90,631,687,232,44,0.428147268,23,56,72,9,127,1318,79,0.829572447,382,1151,41,110,0.226840855,209,1475,0.875890736,889,795,0.527909739
2011,Richmond upon Thames 007,E02000790,1578,336,570,389,151,29,30,37,9,27,83,500,745,215,35,0.369455006,12,64,83,3,106,1257,53,0.830164766,326,1132,29,91,0.206590621,230,1348,0.854245881,857,721,0.543092522
2011,Richmond upon Thames 008,E02000791,1744,396,670,432,124,21,34,35,4,28,76,693,695,232,48,0.440940367,15,31,66,6,124,1395,107,0.861238532,360,1232,40,112,0.206422018,185,1559,0.893922018,971,773,0.556766055
2011,Richmond upon Thames 009,E02000792,1718,338,617,424,167,33,44,54,14,27,94,578,701,294,51,0.391152503,35,42,72,6,116,1344,103,0.84225844,367,1175,33,143,0.213620489,225,1493,0.86903376,930,788,0.541327125
2011,Richmond upon Thames 010,E02000793,1270,129,313,239,196,60,80,117,21,115,197,395,434,221,23,0.466141732,80,117,151,17,144,671,90,0.599212598,475,673,22,100,0.374015748,307,963,0.758267717,632,638,0.497637795
2011,Richmond upon Thames 011,E02000794,1393,239,459,312,155,38,60,79,10,41,130,459,567,211,26,0.422828428,29,62,106,8,131,996,61,0.75879397,330,924,51,88,0.23689878,221,1172,0.841349605,725,668,0.52045944
2011,Richmond upon Thames 012,E02000795,1008,221,326,213,103,23,39,43,10,30,85,210,433,244,36,0.29265873,29,43,78,4,63,738,53,0.784722222,299,611,14,84,0.296626984,189,819,0.8125,582,426,0.577380952
2011,Richmond upon Thames 013,E02000796,1455,133,329,216,230,81,109,183,38,136,256,437,451,281,30,0.47628866,102,160,182,26,172,676,137,0.558762887,597,688,29,141,0.410309278,386,1069,0.734707904,739,716,0.50790378
2011,Richmond upon Thames 014,E02000797,1998,353,693,458,223,41,69,79,7,75,153,792,783,246,24,0.472972973,26,83,121,7,192,1478,91,0.785285285,480,1332,48,138,0.24024024,284,1714,0.857857858,991,1007,0.495995996
2011,Richmond upon Thames 015,E02000798,1880,285,524,378,257,72,100,136,27,101,214,534,798,299,35,0.39787234,82,123,194,24,221,1124,112,0.657446809,623,1069,44,144,0.331382979,401,1479,0.786702128,909,971,0.483510638
2011,Richmond upon Thames 016,E02000799,1215,247,389,245,124,30,43,68,10,59,165,299,454,262,35,0.381893004,24,57,80,8,168,830,48,0.722633745,305,787,30,93,0.251028807,236,979,0.805761317,627,588,0.516049383
2011,Richmond upon Thames 017,E02000800,834,103,212,117,120,45,66,89,12,70,119,198,302,181,34,0.380095923,59,76,79,15,92,438,75,0.615107914,360,385,14,75,0.431654676,219,615,0.737410072,372,462,0.446043165
2011,Richmond upon Thames 018,E02000801,1270,220,420,286,142,32,48,69,8,45,111,341,553,242,23,0.355905512,32,40,96,6,121,941,34,0.767716535,310,849,20,91,0.244094488,221,1049,0.825984252,661,609,0.520472441
2011,Richmond upon Thames 019,E02000802,1081,175,292,256,161,29,55,60,15,38,113,280,450,213,25,0.363552266,31,51,99,6,130,719,45,0.706753006,299,688,17,77,0.276595745,195,886,0.819611471,560,521,0.518038853
2011,Richmond upon Thames 020,E02000803,1139,138,244,205,169,54,93,138,26,72,173,312,387,236,31,0.425812116,68,113,148,14,150,553,93,0.567164179,490,541,23,85,0.430201932,276,863,0.757682177,537,602,0.471466198
2011,Richmond upon Thames 021,E02000804,1514,277,462,325,181,39,73,86,11,60,154,414,627,292,27,0.375165125,35,78,110,11,156,1067,57,0.742404227,406,975,21,112,0.268163804,288,1226,0.809775429,769,745,0.507926024
2011,Richmond upon Thames 022,E02000805,1803,302,633,380,187,48,64,93,19,77,163,456,794,351,39,0.343316694,50,85,124,7,165,1294,78,0.760953966,426,1193,25,159,0.236272879,325,1478,0.81974487,965,838,0.535219079
2011,Richmond upon Thames 023,E02000806,1533,257,386,313,222,54,104,110,15,72,190,420,558,325,40,0.39791259,66,99,159,17,179,949,64,0.660795825,466,928,29,110,0.303979126,303,1230,0.802348337,769,764,0.501630789
2011,Southwark 001,E02000807,3559,452,1286,766,435,123,113,143,39,202,406,1909,935,279,30,0.650463613,101,177,194,21,238,2507,321,0.794605226,2900,310,82,267,0.814835628,386,3173,0.891542568,1822,1737,0.511941557
2011,Southwark 002,E02000808,2362,313,816,428,218,90,144,140,29,184,309,1077,662,270,44,0.586790855,113,128,146,20,203,1580,172,0.741744285,1843,194,107,218,0.780270957,407,1955,0.8276884,1238,1124,0.524132091
2011,Southwark 003,E02000809,3939,666,1322,985,333,97,155,145,49,187,405,2090,1121,296,27,0.633409495,88,124,185,11,196,3029,306,0.846661589,3183,313,162,281,0.808073115,429,3510,0.891089109,2140,1799,0.543285098
2011,Southwark 004,E02000810,2685,264,673,492,299,186,201,203,46,321,377,1150,834,282,42,0.568715084,202,202,224,30,208,1510,309,0.677467412,2101,260,73,251,0.782495345,523,2162,0.805214153,1287,1398,0.479329609
2011,Southwark 006,E02000812,2831,289,768,509,270,142,234,253,55,311,417,1182,898,299,35,0.564818085,151,220,260,32,271,1661,236,0.670081243,2208,271,86,266,0.779936418,675,2156,0.76156835,1347,1484,0.475803603
2011,Southwark 007,E02000813,2727,223,644,473,341,174,224,212,52,384,388,1219,775,316,29,0.589292263,184,219,266,23,241,1441,353,0.657865787,2061,308,89,269,0.755775578,583,2144,0.786211955,1313,1414,0.481481481
2011,Southwark 008,E02000814,3546,384,1183,791,423,152,145,198,46,224,516,1891,835,290,14,0.678793006,115,170,220,23,247,2449,322,0.78144388,2841,358,85,262,0.801184433,458,3088,0.870840384,1797,1749,0.50676819
2011,Southwark 009,E02000815,1918,174,561,336,135,123,128,160,33,268,308,890,536,161,23,0.624608968,96,127,127,11,204,1163,190,0.705422315,1440,173,76,229,0.750782065,465,1453,0.757559958,1022,896,0.532846715
2011,Southwark 010,E02000816,2538,201,457,356,392,214,214,235,54,415,376,1098,744,282,38,0.580772262,231,233,272,32,254,1160,356,0.597320725,1924,257,59,298,0.758077226,596,1942,0.765169425,1159,1379,0.456658786
2011,Southwark 011,E02000817,1678,102,238,175,214,133,177,227,57,355,264,628,518,246,22,0.531585221,197,190,193,21,160,663,254,0.546483909,1274,149,58,197,0.759237187,434,1244,0.74135876,819,859,0.488081049
2011,Southwark 012,E02000818,2214,166,420,311,267,176,201,219,59,395,404,850,648,274,38,0.566395664,188,186,209,26,289,1045,271,0.594399277,1695,207,60,252,0.765582656,579,1635,0.738482385,1121,1093,0.506323397
2011,Southwark 013,E02000819,2357,153,354,331,277,193,233,250,72,494,369,888,726,350,24,0.533305049,221,240,283,30,246,983,354,0.5672465,1815,223,61,258,0.770046669,674,1683,0.714043275,1150,1207,0.487908358
2011,Southwark 014,E02000820,2757,230,631,523,284,177,228,210,62,412,377,1125,882,348,25,0.544795067,177,230,292,32,258,1482,286,0.64127675,2143,249,77,288,0.77729416,643,2114,0.766775481,1443,1314,0.523394995
2011,Southwark 015,E02000821,2173,116,278,224,221,168,305,252,67,542,313,667,809,345,39,0.450989416,218,265,273,25,229,772,391,0.535204786,1530,253,80,310,0.70409572,747,1426,0.656235619,1009,1164,0.464335021
2011,Southwark 016,E02000822,2283,127,329,214,273,185,294,249,66,546,309,748,832,363,31,0.462987297,233,271,310,19,239,855,356,0.5304424,1692,213,70,308,0.741130092,707,1576,0.690319755,1185,1098,0.519053876
2011,Southwark 017,E02000823,2424,193,439,365,256,168,229,232,50,492,395,910,727,336,56,0.538366337,213,205,263,31,282,1082,348,0.589933993,1868,185,66,305,0.770627063,644,1780,0.734323432,1161,1263,0.478960396
2011,Southwark 018,E02000824,2431,136,292,226,271,178,361,250,75,642,310,730,940,405,46,0.427807487,280,284,324,20,306,896,321,0.50061703,1710,298,96,327,0.703414233,827,1604,0.659810777,1187,1244,0.488276429
2011,Southwark 019,E02000825,2664,142,375,306,334,205,343,282,86,591,293,883,1043,418,27,0.441441441,277,318,356,24,277,1061,351,0.53003003,1900,322,85,357,0.713213213,806,1858,0.697447447,1277,1387,0.479354354
2011,Southwark 020,E02000826,2558,178,441,341,274,155,300,263,63,543,364,861,927,360,46,0.478889758,209,243,289,32,281,1183,321,0.587959343,1932,244,74,308,0.755277561,801,1757,0.686864738,1166,1392,0.455824863
2011,Southwark 021,E02000827,3128,188,509,328,353,225,422,296,85,722,349,1079,1154,503,43,0.456521739,313,298,344,45,341,1353,434,0.57129156,2324,315,89,400,0.742966752,955,2173,0.694693095,1514,1614,0.484015345
2011,Southwark 022,E02000828,2347,116,392,223,240,187,330,263,71,525,326,714,891,374,42,0.443118875,218,241,289,28,296,946,329,0.543246698,1688,292,55,312,0.71921602,698,1649,0.702599063,1111,1236,0.47337026
2011,Southwark 023,E02000829,3103,235,539,467,353,238,288,295,85,603,443,1165,1010,428,57,0.518208186,265,278,365,30,344,1472,349,0.586851434,2206,386,87,424,0.710924911,916,2187,0.704801805,1567,1536,0.504995166
2011,Southwark 024,E02000830,2828,317,831,564,315,119,185,191,33,273,360,1136,928,351,53,0.528995757,127,175,215,28,274,1809,200,0.71039604,2209,269,67,283,0.781117397,616,2212,0.782178218,1353,1475,0.478429986
2011,Southwark 025,E02000831,2960,303,766,595,347,153,212,196,53,335,290,1237,1050,345,38,0.515878378,137,191,252,22,296,1818,244,0.696621622,2264,326,66,304,0.764864865,593,2367,0.799662162,1362,1598,0.460135135
2011,Southwark 026,E02000832,2579,202,481,399,359,182,282,229,53,392,278,922,921,416,42,0.465296627,221,255,337,19,300,1211,236,0.561070182,1858,322,79,320,0.720434277,669,1910,0.740597131,1158,1421,0.449011245
2011,Southwark 027,E02000833,2206,181,546,332,284,135,191,184,43,310,234,797,808,337,30,0.467361741,139,203,244,24,224,1153,219,0.621940163,1696,218,47,245,0.76881233,549,1657,0.751133273,984,1222,0.44605621
2011,Southwark 028,E02000834,3306,421,1122,715,405,117,127,161,40,198,236,1580,1097,358,35,0.549304295,83,162,206,10,278,2398,169,0.77646703,2656,311,76,263,0.80338778,502,2804,0.84815487,1448,1858,0.437991531
2011,Southwark 029,E02000835,1902,186,483,336,243,96,158,142,43,215,210,630,741,288,33,0.441640379,110,154,202,17,188,1092,139,0.64721346,1376,279,44,203,0.723449001,468,1434,0.753943218,856,1046,0.450052576
2011,Southwark 030,E02000836,2637,349,900,571,321,95,114,137,26,124,199,1082,958,364,34,0.485779295,82,114,177,23,210,1902,129,0.770193402,2166,249,47,175,0.821387941,414,2223,0.843003413,1182,1455,0.448236633
2011,Southwark 031,E02000837,2450,390,916,538,221,63,127,79,20,96,147,716,1060,474,53,0.352244898,49,112,118,32,175,1889,75,0.801632653,1969,192,48,241,0.803673469,427,2023,0.825714286,1232,1218,0.502857143
2011,Southwark 032,E02000838,2737,316,810,554,350,126,178,164,30,209,244,1042,1020,386,45,0.469857508,112,199,229,17,278,1752,150,0.694921447,2086,360,53,238,0.762148338,515,2222,0.811837779,1190,1547,0.434782609
2011,Southwark 033,E02000839,2112,286,617,387,274,105,116,123,19,185,160,691,849,373,39,0.402935606,84,116,198,15,189,1339,171,0.714962121,1197,685,55,175,0.566761364,435,1677,0.794034091,1000,1112,0.473484848
2011,Southwark 034,E02006802,1886,170,475,305,207,82,144,214,51,238,411,666,531,241,37,0.571049841,96,164,201,13,242,1021,149,0.620360551,1449,177,81,179,0.768292683,540,1346,0.713679745,925,961,0.490455992
2011,Sutton 001,E02000840,1294,80,185,125,204,110,175,187,45,183,250,329,483,211,21,0.447449768,155,244,188,26,196,376,109,0.374806801,697,441,33,123,0.538639876,401,893,0.690108192,562,732,0.43431221
2011,Sutton 002,E02000841,1277,83,161,127,189,123,156,191,57,190,230,354,429,237,27,0.457321848,161,203,230,14,188,341,140,0.376664056,717,390,36,134,0.5614722,369,908,0.711041504,545,732,0.426781519
2011,Sutton 003,E02000842,1082,96,186,155,206,84,93,139,50,73,189,257,340,268,28,0.41219963,88,151,185,22,148,404,84,0.451016636,464,495,21,102,0.42883549,291,791,0.731053604,529,553,0.488909427
2011,Sutton 004,E02000843,1566,148,303,259,346,95,104,161,27,123,227,503,583,221,32,0.466155811,86,230,248,16,259,636,91,0.464240102,560,845,35,126,0.357598978,329,1237,0.7899106,737,829,0.470625798
2011,Sutton 005,E02000844,1184,111,160,170,250,91,112,139,35,116,212,297,434,219,22,0.429898649,113,183,249,20,156,383,80,0.391047297,551,497,28,108,0.465371622,309,875,0.73902027,508,676,0.429054054
2011,Sutton 006,E02000845,1818,246,402,315,357,110,101,154,29,104,245,566,706,272,29,0.446094609,97,180,268,28,257,864,124,0.543454345,561,1101,27,129,0.308580858,333,1485,0.816831683,881,937,0.48459846
2011,Sutton 007,E02000846,1027,67,222,196,201,86,82,94,21,58,132,259,380,223,33,0.380720545,83,122,158,21,148,433,62,0.481986368,416,509,28,74,0.405063291,226,801,0.779941577,509,518,0.495618306
2011,Sutton 008,E02000847,1291,139,262,236,254,91,84,128,32,65,198,345,447,267,34,0.420604183,51,158,216,23,190,580,73,0.50580945,433,727,20,111,0.335398916,278,1013,0.784663052,693,598,0.536793184
2011,Sutton 009,E02000848,1017,100,142,161,212,82,83,145,20,72,201,219,364,206,27,0.412979351,59,154,227,32,172,321,52,0.366764995,424,493,23,77,0.416912488,286,731,0.718780728,511,506,0.50245821
2011,Sutton 010,E02000849,1298,125,250,230,292,69,97,132,27,76,168,353,489,265,23,0.401386749,85,166,239,23,180,549,56,0.466101695,491,700,29,78,0.378274268,291,1007,0.775808937,629,669,0.48459168
2011,Sutton 011,E02000850,1553,153,279,252,384,110,105,151,26,93,201,347,617,351,37,0.352865422,115,222,293,40,223,588,72,0.424983902,603,791,39,120,0.388280747,347,1206,0.776561494,721,832,0.464262717
2011,Sutton 012,E02000851,1652,169,384,269,261,122,143,118,43,143,169,660,564,229,30,0.501815981,103,174,242,19,202,768,144,0.552058111,640,802,37,173,0.387409201,315,1337,0.809322034,821,831,0.496973366
2011,Sutton 013,E02000852,1294,128,299,249,239,89,91,88,27,84,146,399,501,229,19,0.421174652,60,152,189,19,187,618,69,0.530911901,440,711,33,110,0.340030912,257,1037,0.801391036,647,647,0.5
2011,Sutton 014,E02000853,1282,137,287,226,233,86,98,90,47,78,120,420,487,227,28,0.421216849,75,163,185,18,153,589,99,0.536661466,446,691,20,125,0.347893916,253,1029,0.802652106,631,651,0.492199688
2011,Sutton 015,E02000854,1328,189,326,282,218,69,62,108,19,55,132,413,508,250,25,0.410391566,58,126,213,14,177,689,51,0.557228916,379,831,33,85,0.285391566,212,1116,0.840361446,669,659,0.50376506
2011,Sutton 016,E02000855,1201,155,300,236,205,60,53,115,19,58,186,270,453,260,32,0.379683597,42,125,186,18,171,601,58,0.548709409,384,695,28,94,0.319733555,227,974,0.810990841,658,543,0.547876769
2011,Sutton 017,E02000856,1446,128,320,254,304,78,94,141,29,98,226,398,487,310,25,0.43153527,72,178,200,25,245,651,75,0.502074689,514,806,38,88,0.355463347,305,1141,0.789073306,708,738,0.489626556
2011,Sutton 018,E02000857,1910,197,539,370,324,92,131,115,27,115,151,763,678,286,32,0.478534031,65,151,196,24,220,1143,111,0.656544503,554,1165,45,146,0.290052356,282,1628,0.852356021,955,955,0.5
2011,Sutton 019,E02000858,1073,69,123,123,195,68,125,155,49,166,191,301,363,200,18,0.458527493,135,187,181,20,140,342,68,0.382106244,560,407,22,84,0.521901212,331,742,0.691519105,463,610,0.431500466
2011,Sutton 020,E02000859,1289,126,312,243,225,82,83,115,33,70,189,332,420,310,38,0.404189294,65,153,186,21,204,600,60,0.512024825,437,716,33,103,0.339022498,304,985,0.764158262,653,636,0.506594259
2011,Sutton 021,E02000860,1648,149,463,281,265,89,102,116,51,132,127,652,603,225,41,0.472694175,80,160,206,11,187,881,123,0.609223301,492,976,47,133,0.298543689,264,1384,0.839805825,852,796,0.516990291
2011,Sutton 022,E02000861,1139,181,333,228,185,42,48,75,13,34,158,223,393,324,41,0.334503951,33,77,141,20,149,680,39,0.631255487,258,774,22,85,0.226514486,217,922,0.809482002,648,491,0.568920105
2011,Sutton 024,E02000863,793,100,205,145,155,35,38,56,16,43,123,168,306,179,17,0.366960908,48,93,105,9,114,398,26,0.534678436,218,500,13,62,0.274905422,148,645,0.813366961,419,374,0.528373266
2011,Sutton 025,E02006836,1182,192,329,247,193,44,40,83,15,39,126,278,481,268,29,0.34179357,36,112,135,17,132,697,53,0.634517766,281,812,20,69,0.237732657,204,978,0.827411168,663,519,0.560913706
2011,Tower Hamlets 001,E02000864,2038,152,388,379,269,121,178,234,42,275,399,931,442,228,38,0.652600589,170,177,230,23,234,1017,187,0.59077527,1523,287,56,172,0.747301276,530,1508,0.739941119,979,1059,0.480372915
2011,Tower Hamlets 002,E02000865,1745,130,407,345,213,95,96,217,46,196,355,828,394,143,25,0.677936963,125,145,161,17,164,952,181,0.649283668,1285,224,45,191,0.736389685,480,1265,0.724928367,849,896,0.486532951
2011,Tower Hamlets 003,E02000866,2843,277,737,630,338,141,146,264,47,263,509,1313,691,298,32,0.640872318,144,165,214,24,279,1795,222,0.709461836,2140,371,70,262,0.752725994,551,2292,0.806190644,1349,1494,0.474498769
2011,Tower Hamlets 004,E02000867,3734,346,1081,840,438,141,206,329,48,305,687,2026,763,233,25,0.726566685,146,183,283,25,345,2500,252,0.737011248,2888,488,67,291,0.773433315,683,3051,0.817086235,1979,1755,0.529994644
2011,Tower Hamlets 005,E02000868,1788,125,503,400,194,128,88,170,24,156,365,928,364,119,12,0.723154362,93,80,158,14,168,1085,190,0.713087248,1303,218,48,219,0.728747204,394,1394,0.779642058,899,889,0.502796421
2011,Tower Hamlets 006,E02000869,1226,99,312,258,118,71,82,132,21,133,235,534,330,111,16,0.627243067,78,77,114,9,107,743,98,0.685970636,923,128,35,140,0.752854812,326,900,0.734094617,629,597,0.513050571
2011,Tower Hamlets 007,E02000870,1781,133,404,390,218,101,97,166,43,229,363,836,401,164,17,0.673217294,125,135,133,18,170,1001,199,0.673778776,1362,228,49,142,0.764738911,432,1349,0.757439641,902,879,0.506457047
2011,Tower Hamlets 008,E02000871,2151,125,362,330,308,167,183,310,47,319,465,964,536,166,20,0.664342166,197,188,205,27,265,1030,239,0.589958159,1560,337,69,185,0.725244073,656,1495,0.69502557,1203,948,0.559274756
2011,Tower Hamlets 009,E02000872,1801,175,481,417,155,76,98,183,34,182,346,955,347,131,22,0.722376458,97,107,125,6,175,1099,192,0.716823987,1321,211,53,216,0.733481399,410,1391,0.772348695,934,867,0.518600777
2011,Tower Hamlets 010,E02000873,1893,139,418,342,184,124,115,249,38,284,466,875,416,123,13,0.708399366,114,127,140,12,289,997,214,0.639725304,1388,229,76,200,0.733227681,673,1220,0.644479662,1021,872,0.53935552
2011,Tower Hamlets 011,E02000874,1543,115,273,279,182,96,96,230,33,239,351,745,329,101,17,0.710304601,118,133,168,9,164,762,189,0.616331821,1144,199,41,159,0.741412832,460,1083,0.701879456,839,704,0.543745949
2011,Tower Hamlets 012,E02000875,2297,164,501,396,249,184,162,283,49,309,474,1082,517,208,16,0.677405311,167,182,212,32,260,1220,224,0.62864606,1669,314,84,230,0.726599913,604,1693,0.737048324,1250,1047,0.544188071
2011,Tower Hamlets 013,E02000876,1853,161,447,347,218,91,92,225,29,243,431,941,359,113,9,0.740420939,99,108,152,17,198,1098,181,0.690232056,1365,233,82,173,0.736643281,533,1320,0.712358338,1011,842,0.545601727
2011,Tower Hamlets 014,E02000877,2361,149,453,347,255,175,185,340,66,391,560,1067,523,179,32,0.689114782,202,181,230,26,273,1147,302,0.613722999,1724,323,80,234,0.730199068,819,1542,0.653113088,1278,1083,0.541296061
2011,Tower Hamlets 015,E02000878,2297,218,557,494,269,111,120,255,41,232,535,1184,445,124,9,0.748367436,99,133,162,19,283,1350,251,0.696996082,1712,237,98,250,0.745319983,622,1675,0.729212016,1258,1039,0.547670875
2011,Tower Hamlets 016,E02000879,1680,118,316,276,225,114,119,230,26,256,414,777,323,145,21,0.708928571,114,119,174,10,197,898,168,0.63452381,1260,166,44,210,0.75,557,1123,0.668452381,868,812,0.516666667
