date,geography,geography code,all_personal transport,Occupation_Managers/directors/senior officials,Occupation_Professional occupations,Occupation_Associate professional and technical occupations,Occupation_Administrative and secretarial occupations,Occupation_Skilled trades occupations,Occupation_Caring/leisure/other service occupations,Occupation_Sales and customer service occupations,Occupation_Process/plant/machine operatives,Occupation_Elementary occupations,Age_16-24,Age_25-34,Age_35-49,Age_50-64,Age_>=65 ,Index(age under 34),Highest Level of Qualification_No qualifications,Highest Level of Qualification_Level 1,Highest Level of Qualification_Level 2,Highest Level of Qualification_Apprenticeship,Highest Level of Qualification_Level 3,Highest Level of Qualification_Level 4,Highest Level of Qualification_Other qualifications,Index(higher or equal to level 4),distance_<10km,distance_10km-30km,distance_>=30km,distance_Other,Index(distance less than 10km),work hour_Part-time_30 hours or less,work hour_Full-time_31 hours or less,Index(full time),sex_Males,sex_Females,Index(sex of males)
2011,Newham 015,E02000728,693,66,92,49,45,72,43,112,130,84,42,173,297,173,8,0.31024531,94,108,73,5,70,215,128,0.494949495,380,166,40,107,0.548340548,229,464,0.66955267,527,166,0.76046176
2011,Newham 016,E02000729,641,73,121,65,53,87,36,45,92,69,45,208,240,136,12,0.394695788,86,89,80,8,65,237,76,0.488299532,387,110,34,110,0.60374415,173,468,0.730109204,443,198,0.691107644
2011,Newham 017,E02000730,647,80,87,50,43,81,34,73,124,75,46,209,229,149,14,0.394126739,121,83,65,11,70,200,97,0.459041731,401,112,35,99,0.619783617,200,447,0.690880989,492,155,0.760432767
2011,Newham 018,E02000731,714,77,109,44,50,91,27,103,123,90,42,232,301,130,9,0.383753501,99,100,82,10,60,221,142,0.508403361,407,142,57,108,0.570028011,219,495,0.693277311,574,140,0.803921569
2011,Newham 019,E02000732,570,51,59,44,58,70,32,57,120,79,60,140,249,115,6,0.350877193,85,79,78,6,56,164,102,0.466666667,331,125,21,93,0.580701754,196,374,0.656140351,440,130,0.771929825
2011,Newham 020,E02000733,700,55,113,60,66,107,54,45,120,80,58,196,288,145,13,0.362857143,117,82,84,12,79,232,94,0.465714286,427,115,40,118,0.61,183,517,0.738571429,477,223,0.681428571
2011,Newham 021,E02000734,544,38,94,48,53,88,45,34,96,48,46,147,229,113,9,0.354779412,87,68,70,8,53,179,79,0.474264706,348,80,19,97,0.639705882,157,387,0.711397059,350,194,0.643382353
2011,Newham 022,E02000735,492,44,47,43,34,88,34,45,94,63,53,152,182,92,13,0.416666667,88,57,54,6,72,134,81,0.43699187,290,95,25,82,0.589430894,139,353,0.717479675,363,129,0.737804878
2011,Newham 023,E02000736,796,67,95,58,67,129,70,85,138,87,36,200,382,171,7,0.296482412,111,140,96,16,82,211,140,0.440954774,450,176,38,132,0.565326633,241,555,0.697236181,577,219,0.724874372
2011,Newham 024,E02000737,906,75,125,97,90,137,64,66,146,106,49,229,411,204,13,0.306843267,125,111,129,30,84,294,133,0.471302428,502,188,56,160,0.554083885,237,669,0.738410596,644,262,0.710816777
2011,Newham 025,E02000738,859,86,128,58,74,122,62,67,157,105,54,207,394,195,9,0.303841676,142,126,105,18,90,251,127,0.440046566,528,160,35,136,0.614668219,253,606,0.705471478,593,266,0.690337602
2011,Newham 026,E02000739,545,56,80,41,45,85,37,35,93,73,46,169,225,99,6,0.394495413,86,58,83,8,47,171,92,0.482568807,295,105,31,114,0.541284404,135,410,0.752293578,399,146,0.732110092
2011,Newham 027,E02000740,504,36,76,38,35,78,43,34,94,70,39,129,211,117,8,0.333333333,95,64,64,10,47,152,72,0.444444444,286,97,28,93,0.567460317,137,367,0.728174603,337,167,0.668650794
2011,Newham 028,E02000741,716,47,105,70,56,124,41,58,125,90,52,185,319,144,16,0.331005587,121,95,96,13,58,219,114,0.465083799,423,134,22,137,0.590782123,182,534,0.745810056,495,221,0.691340782
2011,Newham 029,E02000742,834,92,100,52,87,115,56,77,144,111,58,212,386,162,16,0.323741007,128,126,111,22,90,244,113,0.428057554,518,162,45,109,0.621103118,213,621,0.744604317,552,282,0.661870504
2011,Newham 030,E02000743,601,31,83,56,38,96,59,36,121,81,37,167,243,143,11,0.339434276,91,77,87,12,64,159,111,0.449251248,342,102,27,130,0.569051581,168,433,0.72046589,418,183,0.695507488
2011,Newham 031,E02000744,696,49,89,48,65,125,61,39,114,106,66,187,293,136,14,0.363505747,124,114,91,23,75,170,99,0.386494253,387,116,41,152,0.556034483,186,510,0.732758621,472,224,0.67816092
2011,Newham 032,E02000745,968,96,132,88,66,164,82,66,172,102,77,259,398,218,16,0.347107438,156,106,125,20,106,282,173,0.470041322,540,174,60,194,0.55785124,219,749,0.773760331,628,340,0.648760331
2011,Newham 033,E02000746,720,66,120,80,64,109,65,51,93,72,74,223,283,136,4,0.4125,110,72,83,11,90,260,94,0.491666667,376,147,41,156,0.522222222,198,522,0.725,445,275,0.618055556
2011,Newham 034,E02000747,761,71,113,68,54,114,79,31,139,92,52,242,271,185,11,0.386333771,145,72,110,17,79,237,101,0.444152431,429,157,55,120,0.563731932,175,586,0.770039422,472,289,0.620236531
2011,Newham 035,E02000748,714,74,104,58,53,154,55,39,108,69,52,218,285,147,12,0.378151261,89,83,94,16,72,230,130,0.504201681,345,139,47,183,0.483193277,149,565,0.791316527,488,226,0.683473389
2011,Newham 036,E02000749,730,48,110,42,62,108,89,45,127,99,69,183,303,160,15,0.345205479,134,95,107,16,76,204,98,0.41369863,431,123,36,140,0.590410959,189,541,0.74109589,453,277,0.620547945
2011,Newham 037,E02000750,1000,141,223,124,85,113,80,46,115,73,87,356,409,140,8,0.443,94,102,105,20,111,444,124,0.568,534,242,66,158,0.534,183,817,0.817,631,369,0.631
2011,Redbridge 001,E02000751,1914,367,598,243,235,152,116,90,56,57,115,257,676,729,137,0.194357367,159,246,250,48,199,923,89,0.528735632,1079,543,79,213,0.563740857,603,1311,0.684952978,991,923,0.517763845
2011,Redbridge 002,E02000752,1188,118,172,123,131,177,126,68,144,129,85,276,502,282,43,0.303872054,185,207,173,41,155,320,107,0.359427609,602,350,56,180,0.506734007,307,881,0.741582492,658,530,0.553872054
2011,Redbridge 003,E02000753,1089,108,181,128,127,154,106,68,112,105,81,247,447,273,41,0.301193756,144,193,185,25,135,309,98,0.373737374,512,346,52,179,0.470156107,276,813,0.746556474,582,507,0.534435262
2011,Redbridge 004,E02000754,1135,113,263,143,133,144,95,72,83,89,74,246,459,311,45,0.281938326,124,176,154,39,126,422,94,0.454625551,622,292,63,158,0.548017621,295,840,0.740088106,608,527,0.535682819
2011,Redbridge 005,E02000755,1141,122,247,128,162,172,107,58,79,66,92,226,464,322,37,0.278702892,118,182,166,53,164,395,63,0.401402279,628,278,50,185,0.550394391,289,852,0.746713409,589,552,0.516213848
2011,Redbridge 006,E02000756,2537,367,452,299,352,322,207,166,201,171,177,497,1043,745,75,0.265668112,320,455,409,80,320,773,180,0.37564052,1382,652,133,370,0.544737879,708,1829,0.720930233,1401,1136,0.55222704
2011,Redbridge 007,E02000757,2016,277,700,277,217,194,123,73,85,70,155,479,777,545,60,0.314484127,121,226,246,49,221,1074,79,0.571924603,1144,509,117,246,0.567460317,465,1551,0.769345238,1065,951,0.52827381
2011,Redbridge 008,E02000758,1220,177,211,149,170,147,94,106,88,78,93,209,434,434,50,0.247540984,154,205,184,31,147,422,77,0.409016393,727,283,53,157,0.595901639,368,852,0.698360656,678,542,0.555737705
2011,Redbridge 009,E02000759,2071,231,605,241,176,264,165,98,165,126,116,467,874,545,69,0.281506519,194,234,257,75,226,932,153,0.523901497,1173,519,86,293,0.566393047,543,1528,0.737807822,1140,931,0.550458716
2011,Redbridge 010,E02000760,1215,147,251,141,147,150,112,81,118,68,95,221,528,328,43,0.260082305,127,201,191,35,164,399,98,0.409053498,685,311,56,163,0.563786008,379,836,0.688065844,686,529,0.564609053
2011,Redbridge 012,E02000762,1098,192,285,105,154,72,87,99,59,45,72,176,425,387,38,0.225865209,92,139,152,29,116,470,100,0.519125683,664,243,56,135,0.604735883,346,752,0.684881603,624,474,0.568306011
2011,Redbridge 013,E02000763,1141,149,262,133,131,115,91,98,100,62,74,245,474,303,45,0.279579316,106,157,170,21,123,436,128,0.494303243,662,252,84,143,0.580192813,320,821,0.719544259,637,504,0.558282209
2011,Redbridge 014,E02000764,1839,287,730,231,166,135,102,59,77,52,83,473,617,563,103,0.302338227,123,161,167,40,146,1097,105,0.653616096,1131,381,111,216,0.615008157,438,1401,0.76182708,969,870,0.526916803
2011,Redbridge 015,E02000765,941,131,233,93,108,82,70,80,78,66,51,170,406,279,35,0.234856536,85,127,106,22,100,408,93,0.532412327,557,217,61,106,0.591923486,255,686,0.72901169,533,408,0.566418704
2011,Redbridge 017,E02000767,1194,139,279,138,149,105,92,118,99,75,79,238,490,348,39,0.265494137,124,164,150,17,149,473,117,0.494137353,681,296,80,137,0.570351759,342,852,0.713567839,672,522,0.56281407
2011,Redbridge 018,E02000768,975,148,372,95,88,82,68,37,51,34,44,191,341,347,52,0.241025641,76,98,88,14,99,544,56,0.615384615,622,185,68,100,0.637948718,259,716,0.734358974,512,463,0.525128205
2011,Redbridge 019,E02000769,2455,273,513,288,292,295,193,162,236,203,180,583,1010,637,45,0.310794297,227,373,359,81,317,894,204,0.447250509,1414,629,118,294,0.575967413,635,1820,0.741344196,1405,1050,0.572301426
2011,Redbridge 020,E02000770,1113,155,247,103,112,119,82,93,118,84,55,262,434,327,35,0.284815813,97,137,127,17,125,477,133,0.548068284,649,257,62,145,0.583108715,325,788,0.707996406,715,398,0.642407907
2011,Redbridge 022,E02000772,1089,143,223,96,135,129,83,83,107,90,56,280,443,283,27,0.308539945,121,142,134,30,120,416,126,0.497704316,652,236,58,143,0.598714417,289,800,0.734618916,688,401,0.631772268
2011,Redbridge 023,E02000773,1354,186,285,119,141,127,117,144,130,105,80,297,594,352,31,0.278434269,130,180,167,23,145,549,160,0.523633678,754,328,89,183,0.556868538,399,955,0.705317578,830,524,0.612998523
2011,Redbridge 024,E02000774,997,133,186,100,90,110,63,85,122,108,68,242,403,260,24,0.310932798,102,111,129,18,106,379,152,0.532597793,571,224,60,142,0.572718154,286,711,0.713139418,655,342,0.656970913
2011,Redbridge 026,E02000776,844,98,224,82,73,71,56,57,114,69,47,178,343,249,27,0.266587678,72,117,87,18,79,378,93,0.558056872,494,175,38,137,0.585308057,221,623,0.738151659,522,322,0.618483412
2011,Redbridge 027,E02000777,1030,140,388,101,102,95,78,33,51,42,59,145,363,425,38,0.198058252,67,96,111,23,120,568,45,0.595145631,697,186,31,116,0.676699029,243,787,0.76407767,505,525,0.490291262
2011,Redbridge 029,E02000779,846,103,226,71,67,95,57,48,102,77,50,254,342,187,13,0.359338061,96,94,94,19,90,365,88,0.535460993,494,147,54,151,0.58392435,235,611,0.722222222,583,263,0.689125296
2011,Redbridge 030,E02000780,1625,204,291,122,125,192,99,170,259,163,104,475,621,388,37,0.356307692,215,208,195,13,157,568,269,0.515076923,929,346,96,254,0.571692308,517,1108,0.681846154,1138,487,0.700307692
2011,Redbridge 031,E02000781,2265,357,442,196,251,244,139,186,284,166,145,517,881,646,76,0.292273731,277,290,280,36,234,880,268,0.506843267,1306,507,136,316,0.576600442,710,1555,0.686534216,1399,866,0.617660044
2011,Redbridge 032,E02000782,880,91,152,64,73,86,63,107,128,116,57,275,361,169,18,0.377272727,91,106,95,15,90,356,127,0.548863636,473,211,52,144,0.5375,278,602,0.684090909,575,305,0.653409091
2011,Redbridge 033,E02000783,773,83,125,62,73,77,63,90,124,76,54,200,345,157,17,0.328589909,90,107,100,10,90,271,105,0.486416559,448,178,35,112,0.579560155,253,520,0.672703752,548,225,0.708926261
2011,Redbridge 034,E02006800,1808,241,363,154,170,196,131,150,239,164,127,453,680,512,36,0.32079646,195,237,232,43,207,654,240,0.494469027,1058,402,106,242,0.585176991,518,1290,0.713495575,1157,651,0.639933628
2011,Redbridge 035,E02006924,2003,359,519,217,163,201,143,129,157,115,140,524,711,566,62,0.331502746,185,236,230,23,199,931,199,0.564153769,1263,354,121,265,0.630554169,559,1444,0.720918622,1255,748,0.62656016
2011,Redbridge 036,E02006925,2514,418,683,255,316,188,161,215,174,104,148,402,1004,857,103,0.218774861,211,322,311,30,266,1097,277,0.546539379,1581,540,125,268,0.628878282,738,1776,0.706443914,1402,1112,0.557677009
2011,Richmond upon Thames 001,E02000784,960,225,282,185,64,66,50,20,39,29,40,155,393,323,49,0.203125,45,73,87,12,94,582,67,0.676041667,533,245,77,105,0.555208333,219,741,0.771875,532,428,0.554166667
2011,Richmond upon Thames 002,E02000785,1132,251,433,221,66,59,39,25,20,18,34,262,463,313,60,0.261484099,34,39,66,20,84,847,42,0.785335689,521,317,150,144,0.46024735,222,910,0.803886926,608,524,0.537102473
2011,Richmond upon Thames 003,E02000786,1145,236,348,233,66,76,64,33,49,40,46,278,478,284,59,0.282969432,76,84,89,13,106,715,62,0.67860262,598,266,137,144,0.522270742,242,903,0.788646288,580,565,0.506550218
2011,Richmond upon Thames 004,E02000787,1502,309,447,285,100,105,96,45,69,46,72,413,645,319,53,0.322902796,80,118,134,25,112,929,104,0.687749667,711,433,194,164,0.473368842,286,1216,0.809587217,865,637,0.575898802
2011,Richmond upon Thames 005,E02000788,1071,231,340,213,60,74,67,28,32,26,41,226,456,301,47,0.24929972,34,56,91,16,91,724,59,0.731092437,573,272,81,145,0.535014006,225,846,0.789915966,556,515,0.51914099
2011,Richmond upon Thames 006,E02000789,712,176,220,142,44,34,33,19,26,18,23,197,285,184,23,0.308988764,25,33,51,16,59,489,39,0.741573034,302,201,113,96,0.424157303,129,583,0.818820225,443,269,0.622191011
2011,Richmond upon Thames 007,E02000790,926,196,356,196,39,46,50,12,11,20,22,249,403,226,26,0.292656587,17,44,72,11,75,670,37,0.76349892,476,236,99,115,0.514038877,195,731,0.789416847,454,472,0.490280778
2011,Richmond upon Thames 008,E02000791,609,172,222,121,35,10,27,9,7,6,24,167,260,134,24,0.3136289,8,21,44,2,38,453,43,0.814449918,256,184,119,50,0.420361248,89,520,0.853858785,352,257,0.577996716
2011,Richmond upon Thames 009,E02000792,1016,252,354,210,53,52,44,21,18,12,36,297,419,224,40,0.327755906,16,45,60,14,90,723,68,0.778543307,401,320,149,146,0.394685039,167,849,0.835629921,590,426,0.580708661
2011,Richmond upon Thames 010,E02000793,1724,205,399,275,210,205,162,97,96,75,125,362,664,519,54,0.282482599,153,199,242,63,217,744,106,0.493039443,1047,355,101,221,0.607308585,410,1314,0.762180974,905,819,0.524941995
2011,Richmond upon Thames 011,E02000794,1217,178,431,223,101,96,64,53,38,33,76,299,484,321,37,0.308134758,67,97,105,40,116,737,55,0.650780608,664,304,128,121,0.545603944,241,976,0.801972062,646,571,0.530813476
2011,Richmond upon Thames 012,E02000795,874,204,270,160,57,57,51,14,32,29,46,120,363,284,61,0.18993135,34,49,107,18,93,528,45,0.655606407,473,231,67,103,0.541189931,196,678,0.775743707,489,385,0.559496568
2011,Richmond upon Thames 013,E02000796,2390,282,434,322,314,319,198,165,205,151,212,466,880,741,91,0.283682008,255,326,363,100,322,870,154,0.428451883,1511,455,104,320,0.632217573,637,1753,0.733472803,1343,1047,0.561924686
2011,Richmond upon Thames 014,E02000797,1127,201,386,252,65,74,59,33,28,29,56,397,444,207,23,0.401952085,22,64,105,17,121,768,30,0.708074534,529,331,134,133,0.469387755,180,947,0.84028394,629,498,0.5581189
2011,Richmond upon Thames 015,E02000798,2195,281,636,383,214,218,160,93,112,98,127,449,1000,548,71,0.262414579,132,227,253,63,273,1141,106,0.568109339,1260,498,146,291,0.574031891,540,1655,0.753986333,1113,1082,0.507061503
2011,Richmond upon Thames 016,E02000799,1108,197,357,211,87,71,72,51,21,41,114,194,425,339,36,0.277978339,36,70,95,13,165,690,39,0.657942238,534,326,116,132,0.481949458,276,832,0.750902527,584,524,0.527075812
2011,Richmond upon Thames 017,E02000800,852,104,184,131,88,104,91,31,63,56,57,151,360,247,37,0.244131455,85,81,112,29,101,362,82,0.521126761,506,183,37,126,0.593896714,210,642,0.753521127,492,360,0.577464789
2011,Richmond upon Thames 018,E02000801,1209,221,382,262,80,79,81,31,31,42,98,223,571,290,27,0.265508685,34,78,117,22,138,771,49,0.678246485,607,363,105,134,0.502067825,268,941,0.778329198,611,598,0.505376344
2011,Richmond upon Thames 019,E02000802,1373,239,427,257,119,113,105,42,37,34,57,235,616,422,43,0.212672979,43,85,141,40,180,828,56,0.643845594,749,355,109,160,0.545520757,306,1067,0.777130371,690,683,0.502549162
2011,Richmond upon Thames 020,E02000803,2363,338,529,349,266,250,212,136,141,142,170,495,934,661,103,0.281421921,198,293,343,68,335,995,131,0.476512907,1462,516,131,254,0.618705036,559,1804,0.76343631,1190,1173,0.503597122
2011,Richmond upon Thames 021,E02000804,1212,211,431,235,81,91,64,40,29,30,67,294,504,316,31,0.297854785,26,83,121,18,133,789,42,0.685643564,583,375,118,136,0.481023102,252,960,0.792079208,621,591,0.512376238
2011,Richmond upon Thames 022,E02000805,1632,319,496,335,131,104,95,45,56,51,99,300,690,486,57,0.244485294,68,94,157,28,183,1020,82,0.675245098,817,473,157,185,0.500612745,394,1238,0.758578431,849,783,0.520220588
2011,Richmond upon Thames 023,E02000806,2116,380,594,358,197,189,169,80,71,78,122,368,868,667,91,0.231568998,113,203,246,41,256,1162,95,0.594045369,1122,582,138,274,0.530245747,543,1573,0.743383743,1071,1045,0.506143667
2011,Southwark 001,E02000807,618,105,174,63,52,70,40,14,53,47,26,184,228,167,13,0.339805825,81,78,61,19,59,286,34,0.517799353,384,106,42,86,0.621359223,113,505,0.817152104,344,274,0.556634304
2011,Southwark 002,E02000808,292,37,64,33,17,36,23,16,41,25,28,67,109,79,9,0.325342466,42,25,34,8,38,120,25,0.496575342,148,52,42,50,0.506849315,73,219,0.75,177,115,0.606164384
2011,Southwark 003,E02000809,465,84,145,68,20,32,30,10,41,35,13,149,190,98,15,0.348387097,40,35,35,6,41,270,38,0.662365591,246,97,70,52,0.529032258,68,397,0.853763441,307,158,0.660215054
2011,Southwark 004,E02000810,424,47,83,50,30,50,33,19,61,51,26,107,185,94,12,0.313679245,80,47,49,11,33,165,39,0.481132075,250,86,30,58,0.589622642,96,328,0.773584906,262,162,0.617924528
2011,Southwark 006,E02000812,395,44,83,45,20,53,39,21,57,33,36,76,180,86,17,0.283544304,39,41,41,10,51,174,39,0.539240506,212,66,41,76,0.536708861,103,292,0.739240506,263,132,0.665822785
2011,Southwark 007,E02000813,472,39,65,36,26,72,58,20,102,54,37,116,195,110,14,0.324152542,96,60,57,14,54,139,52,0.404661017,284,80,18,90,0.601694915,112,360,0.762711864,317,155,0.671610169
2011,Southwark 008,E02000814,555,79,177,60,45,54,33,23,47,37,27,185,213,119,11,0.381981982,56,48,44,10,52,307,38,0.621621622,309,92,51,103,0.556756757,122,433,0.78018018,307,248,0.553153153
2011,Southwark 009,E02000815,218,15,64,21,9,15,19,12,35,28,22,60,87,46,3,0.376146789,26,17,22,3,28,102,20,0.559633028,114,42,29,33,0.52293578,60,158,0.724770642,144,74,0.660550459
2011,Southwark 010,E02000816,578,58,90,42,52,91,47,30,103,65,33,146,239,150,10,0.309688581,114,77,81,17,59,159,71,0.397923875,363,80,34,101,0.628027682,106,472,0.816608997,383,195,0.662629758
2011,Southwark 011,E02000817,360,26,48,27,37,53,43,12,60,54,21,84,146,92,17,0.291666667,83,46,38,14,46,93,40,0.369444444,222,63,15,60,0.616666667,99,261,0.725,217,143,0.602777778
2011,Southwark 012,E02000818,336,30,62,29,22,43,23,18,61,48,24,93,139,69,11,0.348214286,48,43,38,9,35,124,39,0.485119048,184,54,24,74,0.547619048,92,244,0.726190476,229,107,0.681547619
2011,Southwark 013,E02000819,468,42,96,31,33,74,55,24,74,39,36,108,197,120,7,0.307692308,85,54,78,7,40,142,62,0.435897436,285,77,32,74,0.608974359,106,362,0.773504274,296,172,0.632478632
2011,Southwark 014,E02000820,353,36,66,45,17,50,36,16,48,39,22,115,148,58,10,0.388101983,41,36,44,8,54,134,36,0.481586402,180,68,35,70,0.509915014,84,269,0.76203966,232,121,0.657223796
2011,Southwark 015,E02000821,484,34,58,48,48,80,50,27,75,64,28,103,222,113,18,0.270661157,80,56,51,8,85,152,52,0.421487603,299,71,19,95,0.617768595,117,367,0.758264463,344,140,0.710743802
2011,Southwark 016,E02000822,368,24,55,28,28,61,40,8,65,59,12,93,164,98,1,0.285326087,58,47,55,8,45,116,39,0.421195652,222,59,20,67,0.60326087,103,265,0.720108696,258,110,0.701086957
2011,Southwark 017,E02000823,367,35,56,38,25,50,34,19,61,49,17,98,155,88,9,0.313351499,58,48,47,11,34,131,38,0.460490463,209,62,15,81,0.569482289,94,273,0.74386921,247,120,0.673024523
2011,Southwark 018,E02000824,542,40,91,51,46,64,66,51,67,66,39,126,230,131,16,0.304428044,76,66,80,9,56,200,55,0.470479705,331,88,28,95,0.610701107,159,383,0.706642066,338,204,0.623616236
2011,Southwark 019,E02000825,536,49,118,59,44,58,62,26,74,46,27,135,243,121,10,0.302238806,59,54,62,10,50,243,58,0.561567164,316,90,44,86,0.589552239,105,431,0.804104478,335,201,0.625
2011,Southwark 020,E02000826,486,51,115,41,29,84,47,25,52,42,34,123,218,104,7,0.323045267,61,39,54,10,68,199,55,0.522633745,283,80,32,91,0.582304527,99,387,0.796296296,315,171,0.648148148
2011,Southwark 021,E02000827,460,40,101,40,26,68,54,17,74,40,30,90,218,115,7,0.260869565,62,45,52,7,58,178,58,0.513043478,261,80,33,86,0.567391304,98,362,0.786956522,306,154,0.665217391
2011,Southwark 022,E02000828,484,44,92,46,41,68,60,21,59,53,19,113,218,123,11,0.272727273,76,50,46,11,53,195,53,0.512396694,295,85,31,73,0.609504132,118,366,0.756198347,308,176,0.636363636
2011,Southwark 023,E02000829,652,52,133,59,49,124,54,36,84,61,48,150,269,155,30,0.303680982,78,95,70,19,64,269,57,0.5,385,112,42,113,0.590490798,153,499,0.765337423,400,252,0.613496933
2011,Southwark 024,E02000830,540,70,157,87,31,63,43,21,36,32,28,125,229,144,14,0.283333333,38,32,50,10,63,301,46,0.642592593,347,79,27,87,0.642592593,97,443,0.82037037,324,216,0.6
2011,Southwark 025,E02000831,562,59,155,90,28,67,39,20,64,40,23,147,240,135,17,0.302491103,56,47,66,10,59,284,40,0.576512456,343,83,20,116,0.610320285,136,426,0.758007117,325,237,0.578291815
2011,Southwark 026,E02000832,770,64,157,86,73,110,85,31,90,74,49,179,326,192,24,0.296103896,108,91,116,17,78,304,56,0.467532468,481,103,50,136,0.624675325,188,582,0.755844156,444,326,0.576623377
2011,Southwark 027,E02000833,471,32,126,64,44,62,38,17,55,33,31,129,197,104,10,0.33970276,52,38,51,10,60,220,40,0.552016985,296,56,32,87,0.628450106,103,368,0.781316348,277,194,0.588110403
2011,Southwark 028,E02000834,760,81,253,136,66,78,42,19,48,37,38,201,318,181,22,0.314473684,60,70,68,16,71,443,32,0.625,490,112,34,124,0.644736842,160,600,0.789473684,410,350,0.539473684
2011,Southwark 029,E02000835,768,77,204,111,69,114,71,40,49,33,35,153,350,205,25,0.244791667,88,75,80,10,81,393,41,0.565104167,489,106,45,128,0.63671875,180,588,0.765625,374,394,0.486979167
2011,Southwark 030,E02000836,703,91,247,106,40,79,55,16,31,38,15,176,301,185,26,0.271692745,40,52,67,17,73,428,26,0.645803698,422,118,58,105,0.600284495,147,556,0.790896159,388,315,0.551920341
2011,Southwark 031,E02000837,709,125,344,81,32,48,31,12,21,15,13,82,312,269,33,0.133991537,30,25,46,9,61,519,19,0.758815233,494,97,38,80,0.696755994,163,546,0.770098731,376,333,0.530324401
2011,Southwark 032,E02000838,909,114,279,146,62,117,70,32,56,33,31,179,411,267,21,0.231023102,81,99,86,18,84,500,41,0.595159516,542,143,42,182,0.596259626,227,682,0.750275028,495,414,0.544554455
2011,Southwark 033,E02000839,812,120,306,94,53,78,61,30,46,24,29,132,338,267,46,0.198275862,61,69,82,13,57,483,47,0.65270936,569,119,36,88,0.700738916,179,633,0.77955665,446,366,0.549261084
2011,Southwark 034,E02006802,249,38,48,25,16,36,13,17,30,26,19,46,131,47,6,0.261044177,26,37,22,3,29,104,28,0.530120482,122,44,30,53,0.489959839,60,189,0.759036145,186,63,0.746987952
2011,Sutton 001,E02000840,1664,129,196,141,198,276,223,142,184,175,154,425,732,313,40,0.347956731,257,301,303,52,262,351,138,0.293870192,1088,270,59,247,0.653846154,422,1242,0.746394231,890,774,0.534855769
2011,Sutton 002,E02000841,1753,139,151,154,199,306,247,137,231,189,154,439,737,377,46,0.338277239,289,335,316,56,267,348,142,0.279520821,1155,259,64,275,0.658870508,430,1323,0.754706218,1000,753,0.570450656
2011,Sutton 003,E02000842,2033,216,299,203,315,353,223,134,142,148,200,347,799,618,69,0.269060502,241,364,370,92,302,535,129,0.32661092,1304,369,82,278,0.641416626,580,1453,0.714707329,1067,966,0.524840138
2011,Sutton 004,E02000843,1756,159,289,219,240,281,181,138,137,112,161,472,708,370,45,0.36047836,184,300,325,58,264,542,83,0.355922551,1115,322,62,257,0.634965831,368,1388,0.790432802,940,816,0.535307517
2011,Sutton 005,E02000844,1857,177,239,187,232,350,197,141,170,164,182,409,776,448,42,0.31825525,231,336,366,67,293,437,127,0.30371567,1191,325,71,270,0.641357027,424,1433,0.771674744,1020,837,0.549273021
2011,Sutton 006,E02000845,1949,198,352,257,245,296,202,130,138,131,150,437,860,454,48,0.301180092,178,319,290,80,290,660,132,0.406362237,1106,443,88,312,0.567470498,503,1446,0.741918933,1028,921,0.527449974
2011,Sutton 007,E02000846,1651,184,274,202,224,282,172,86,110,117,148,276,709,465,53,0.256814052,167,280,286,76,250,494,98,0.358570563,1004,314,85,248,0.608116293,442,1209,0.732283465,889,762,0.538461538
2011,Sutton 008,E02000847,2197,267,407,266,347,348,213,128,116,105,196,396,864,643,98,0.269458352,173,308,376,116,369,741,114,0.389167046,1320,471,97,309,0.600819299,574,1623,0.738734638,1144,1053,0.520710059
2011,Sutton 009,E02000848,2170,236,325,239,374,361,204,156,146,129,194,374,963,579,60,0.261751152,205,433,427,112,350,554,89,0.296313364,1409,408,82,271,0.649308756,626,1544,0.711520737,1141,1029,0.525806452
2011,Sutton 010,E02000849,1762,203,290,250,235,251,175,106,141,111,152,364,726,466,54,0.292849035,178,306,326,67,254,551,80,0.358115778,1116,350,56,240,0.633371169,450,1312,0.7446084,927,835,0.526106697
2011,Sutton 011,E02000850,2642,293,432,328,383,431,245,173,177,180,193,530,1058,782,79,0.273656321,299,456,482,107,379,780,139,0.347842544,1598,580,100,364,0.604844815,701,1941,0.734670704,1382,1260,0.523088569
2011,Sutton 012,E02000851,1540,156,327,226,148,237,145,62,128,111,129,474,601,303,33,0.391558442,138,209,257,45,231,543,117,0.428571429,881,339,58,262,0.572077922,322,1218,0.790909091,904,636,0.587012987
2011,Sutton 013,E02000852,1794,179,332,249,228,304,185,91,121,105,138,398,760,441,57,0.29877369,172,278,306,81,254,597,106,0.391861761,1070,366,70,288,0.596432553,385,1409,0.785395764,964,830,0.537346711
2011,Sutton 014,E02000853,1789,186,331,225,225,299,164,121,129,109,127,421,782,420,39,0.306316378,168,302,304,64,276,559,116,0.377305757,1070,374,79,266,0.598099497,445,1344,0.751257686,971,818,0.542761319
2011,Sutton 015,E02000854,1525,152,348,225,204,210,151,73,94,68,146,262,610,442,65,0.267540984,140,216,255,62,195,600,57,0.430819672,928,317,56,224,0.60852459,423,1102,0.722622951,757,768,0.496393443
2011,Sutton 016,E02000855,1796,251,426,213,270,239,145,88,77,87,162,277,723,562,72,0.244432071,128,229,278,66,276,733,86,0.456013363,1069,363,89,275,0.595211581,522,1274,0.70935412,928,868,0.516703786
